,pmid,Abstract
5,38400105,"پیش زمینه: اشتراکات ساختاری و عملکردی بین ویروس فلج اطفال و سندرم حاد تنفسی ویروس کرونا 2 (SARS-CoV-2) نشان می دهد که تلقیح ویروس فلج اطفال ممکن است آنتی بادی هایی را القا کند که بیماری کروناویروس (COVID-19) را کاهش می دهد. هیچ مطالعه شناخته شده ای عوامل خطر COVID-19 را در بزرگسالانی که اخیراً علیه ویروس فلج اطفال واکسینه شده اند ارزیابی نکرده است.
هدف مطالعه: در میان بزرگسالان بدون سابقه عفونت COVID-19 یا واکسیناسیون، که اخیراً واکسن فلج اطفال غیرفعال (IPV) را دریافت کرده‌اند، ما به دنبال تعیین عوامل بیولوژیکی و تعیین‌کننده‌های اجتماعی سلامت (SDOH) بودیم که ممکن است با آزمایش (1) مرتبط باشد. مثبت بودن SARS-CoV-2، (2) تجربه علائم COVID-19، و (3) طول مدت طولانی تر علائم COVID-19.
روش‌ها: تأثیر عوامل بیولوژیکی و SDOH بر عفونت SARS-CoV-2 و علائم COVID-19 در بین 282 بزرگسالی که اخیراً با IPV تلقیح شده‌اند مورد ارزیابی قرار گرفت. نظرسنجی های گزارش شده از سوی شرکت کنندگان طی 12 ماه پس از ثبت نام مورد تجزیه و تحلیل قرار گرفت. مدل‌های رگرسیون خطی و لجستیک دو متغیره و چند متغیره، ارتباط بین متغیرها و پیامدهای COVID-19 را شناسایی کردند.
نتایج: با تنظیم واکسیناسیون کووید-19، انواع مختلف و سایر SDOH، تجزیه و تحلیل های ثانویه نشان داد که شرایط زمینه ای، اشتغال، ویتامین D، تحصیلات، و واکسیناسیون خوراکی ویروس فلج اطفال (OPV) با پیامدهای COVID-19 مرتبط است. شانس مثبت بودن تست SARS-CoV-2 و تجربه علائم در بین شرکت کنندگانی که ویتامین D مصرف کرده بودند به طور قابل توجهی کاهش یافت (به ترتیب OR 0.12 و OR 0.09). شرکت کنندگان بیکار یا پاره وقت در مقایسه با کارگران تمام وقت 72 درصد کمتر احتمال داشت که آزمایش مثبت شوند. بدون دوز قبلی OPV یکی از قوی ترین پیش بینی کننده های عفونت SARS-CoV-2 (OR 4.36) و علائم COVID-19 (OR 6.95) بود.
نتیجه‌گیری: یافته‌ها نشان می‌دهد که اقدامات پیشگیرانه و ایمنی مخاطی ممکن است خطر و شدت پیامدهای COVID-19 را کاهش دهد. مطالعات در مقیاس بزرگتر ممکن است به سیاست های آینده کمک کند."
6,38399417,پیشرفت عفونت SARS-CoV-2 با نرخ بستری شدن در بیمارستان 20٪ مرتبط است. حساسیت به عفونت SARS-CoV-2 با افزایش سن افزایش می یابد و در نتیجه اشکال بالینی شدید و غیر معمول این بیماری ایجاد می شود. شدت عفونت SARS-CoV-2 در جمعیت مسن را می توان به عوامل مختلفی نسبت داد، از جمله بیان بیش از حد گیرنده های آنزیم مبدل آنژیوتانسین 2 (ACE2)، ایمن سازی، و تغییرات در میکروبیوتای روده که طوفان سیتوکین را تسهیل می کند. در پرتو این مشاهدات، ما یک تحلیل گذشته‌نگر بر اساس داده‌های جمع‌آوری‌شده آینده‌نگر بین ۲۳ دسامبر ۲۰۲۱ تا ۳۰ آوریل ۲۰۲۲ (موج چهارم عفونت SARS-CoV-2) انجام دادیم. ما بیماران بالای 60 سال را که در یک بیمارستان شهرستانی در رومانی بستری بودند، تجزیه و تحلیل کردیم. هدف اولیه مطالعه ما ارزیابی عوامل خطر برای یک پیامد نامطلوب بود، در حالی که هدف ثانویه ارزیابی ویژگی‌های بالینی و پایه بیماران ثبت‌نام شده بود. ما 287 مورد را با پرونده پزشکی الکترونیکی کامل از این گروه از بیماران در دسترس قرار دادیم. هدف ما ارزیابی گذشته نگر گروهی متشکل از 127 بیمار بود که متأسفانه به سمت یک پیامد نامطلوب در مقابل 160 بیمار با نتیجه مطلوب پیشرفت کردند. ما از مقیاس ترکیبی ترتیبی شدت استفاده کردیم که مقیاس ترتیبی WHO و درجات التهاب را برای ارزیابی شدت بیماران در زمان ارزیابی اولیه ترکیب می‌کند. گروه سنی بین 70 تا 79 سال با 61-48 نفر از بیماران فوت شده بیشترین درصد را داشتند. ما تفاوت آماری معنی‌داری را بین گروه‌های مرتبط با سایر بیماری‌های قلبی عروقی، وضعیت تغذیه، بیماری‌های هماتولوژیک، سایر اختلالات عصبی/روانی یا گوارشی و سایر بیماری‌های همراه مشاهده کردیم. با توجه به وضعیت تغذیه بیماران، نتایج نامطلوب آماری معنی‌داری برای همه گروه‌های سنی و بیماران با BMI بیش از 30 کیلوگرم در مترمربع وجود داشت.
7,38398782,ویتامین D، یک هورمون استروئیدی که عمدتاً در پوست پس از قرار گرفتن در معرض اشعه ماوراء بنفش سنتز می‌شود، به طور گسترده در جمعیت‌های جهانی کمبود دارد. این مطالعه با هدف پر کردن شکاف داده‌ها در رومانی غربی با اندازه‌گیری سطوح 25 هیدروکسی ویتامین D در گروهی از 7141 نفر از شهرستان آراد انجام شد. مشاهده شد که زنان، افراد جوان (29-18 سال) و افراد مسن (70-79 سال) به طور قابل توجهی سطوح ویتامین D کمتری نسبت به جمعیت متوسط ​​داشتند. علاوه بر این، افزایش سطح ویتامین D در طول چهار سال 2018-2022، مصادف با همه‌گیری COVID-19 وجود داشت. تحقیقات ما داده‌های تازه‌ای را در مورد افرادی که بیشتر در معرض کمبود ویتامین D هستند ارائه می‌دهد و زمینه را برای کمپین‌های آموزشی در مورد مزایای مکمل ویتامین D فراهم می‌کند.
8,38398719,ویروس SARS-CoV-2 ممکن است باعث عفونت شدید شود که با تظاهرات بالینی متنوعی همراه است. ویتامین D دارای خواص تعدیل کننده ایمنی است و ممکن است سیستم دفاعی بدن را در برابر موجودات بیماری زا مهاجم تقویت کند. هدف ارزیابی 25(OH)D بود
9,38396804,"برخلاف سایر ویتامین ها، ویتامین D3 در سلول های پوست بدن سنتز می شود. ویتامین D3 به عنوان یک هورمون مرتبط با استخوان شناخته شده است. اما اخیراً به عنوان یک ویتامین ایمنی در نظر گرفته شده است. کمبود ویتامین D3 بر بروز انواع بیماری ها تأثیر می گذارد. ویتامین D3 تولید سیتوکین های پیش التهابی مانند فاکتور نکروز تومور-α (TNF-α) را از طریق اتصال به گیرنده های ویتامین D (VDRs) در سلول های ایمنی تنظیم می کند. از آنجایی که سطوح خونی ویتامین D3 (25-OH-D3) در بیماران مبتلا به بیماری کروناویروس 2019 (COVID-19) کم بود، علاقه فزاینده ای به اهمیت ویتامین D3 برای حفظ وضعیت سالم وجود داشته است. از سوی دیگر، فیتوکمیکال ها ترکیباتی هستند که از گیاهان با بیش از 7000 رقم به دست می آیند و دارای فعالیت های بیولوژیکی مختلفی هستند. آنها عمدتاً اثرات ارتقاء سلامتی دارند و به عنوان ترپنوئیدها، کاروتنوئیدها، فلاونوئیدها و غیره طبقه بندی می شوند. فلاونوئیدها به عنوان ترکیبات ضد التهابی شناخته می شوند که تولید TNF-α را کنترل می کنند. التهاب مزمن با تولید مداوم TNF-α ایجاد می شود و عامل اساسی بیماری هایی مانند چاقی، دیس لیپیدمی، دیابت، بیماری های قلبی و مغزی، بیماری های خود ایمنی، بیماری آلزایمر و سرطان است. علاوه بر این، روند پیری ناشی از التهاب مزمن است. این بررسی اثرات مشترک ویتامین D3 و فیتوکمیکال‌ها را در سرکوب پاسخ‌های التهابی، چگونگی تعادل پاسخ ایمنی طبیعی و ارتباط آن با اثرات ضد پیری را توضیح می‌دهد. علاوه بر این، ویتامین D3 و فیتوکمیکال‌ها با کار با ژن‌های مرتبط با پیری به طور هم‌افزایی به ضد پیری کمک می‌کنند. علاوه بر این، پیشگیری از فرآیندهای پیری ناشی از التهاب مزمن مستلزم حفظ میکروبیوتای سالم روده است که با عادات غذایی روزانه مرتبط است. در این راستا، مکمل ویتامین D3 و فیتوکمیکال ها نقش مهمی ایفا می کند. اخیراً ارتباط پیشگیری از وضعیت غیر بیماری به نام ""ME-BYO"" با حفظ یک وضعیت سالم یک رژیم جذاب بوده است و اثر ضد پیری مورد بحث در اینجا برای یک زندگی سالم و طولانی مهم است."
10,38390960,زیست شناسی رشد به طور پیچیده توسط اپی ژنتیک و متابولیسم تنظیم می شود، اما مکانیسم ها به طور کامل درک نشده اند. در بیماری هایی که هر سه پدیده بی نظم هستند، وضعیت حتی پیچیده تر می شود. یک مثال بارز کووید-19 است که در آن تعداد مرگ و میرها در 4 سال از 6.96 میلیون نفر فراتر رفت، در حالی که ویروس همچنان به انواع مختلف جهش می یابد و افراد را مبتلا می کند. شواهد اولیه در طول همه گیری نشان داد که پاسخ های ایمنی و التهابی میزبان به COVID-19 (مانند طوفان سیتوکین) بر متابولیسم میزبان تأثیر می گذارد و باعث آسیب به اندام های میزبان و فیزیولوژی کلی می شود. دخالت آنزیم مبدل آنژیوتانسین 2 (
11,38383361,"پس زمینه: مکمل ویتامین D برای بیماری های عفونی مورد بحث قرار گرفته است، اما نقش آن در COVID-19 نامشخص است. بنابراین، این مطالعه نتایج بالینی بیماران مبتلا به ذات الریه COVID-19 را که مکمل ویتامین D دریافت کردند، مورد بررسی قرار داد.
روش‌ها: این کارآزمایی تصادفی‌سازی شده آینده‌نگر، برچسب باز، بین ژوئیه 2020 و مارس 2022 در بیمارستانی دانشگاهی انجام شد. معیارهای ورود، بیماران 18 ≥ سال مبتلا به پنومونی COVID-19 بود. بیماران به طور تصادفی به دو گروه تقسیم شدند: یک گروه مداخله که مکمل ویتامین D (آلفاکلسیدول، دو میکروگرم خوراکی روزانه) تا زمان ترخیص دریافت می کرد و یک گروه کنترل. پیامدهای بالینی شامل مدت درمان پنومونی، مدت بستری در بیمارستان و تغییر در شاخص شدت پنومونی بین ثبت نام و ترخیص بود. تجزیه و تحلیل زیر گروه برای استفاده از اکسیژن مکمل، تجویز کورتیکواستروئید با دوز بالا، شواهد لنفوپنی، غلظت پروتئین واکنش‌گر C و غلظت کل ویتامین D سرم انجام شد. عوارض جانبی تحت نظارت قرار گرفت.
نتایج: دویست و نود و چهار بیمار (147 در هر گروه) انتخاب شدند. دو گروه از نظر مدت درمان پنومونی تا ترخیص (788/0 =p) یا مدت بستری در بیمارستان (614/0= p) تفاوتی نداشتند. کاهش شاخص شدت پنومونی بین ثبت نام و ترخیص در گروه مداخله معنی دارتر بود (007/0 =p). همچنین کاهش قابل توجهی در بین بیمارانی مشاهده شد که پروتئین واکنشی C > 30 میلی گرم در لیتر داشتند (001/0p <). هیچ واکنش نامطلوبی ثبت نشد.
نتیجه‌گیری: افزودن ویتامین D فعال به درمان استاندارد ممکن است برای بیماران مبتلا به ذات‌الریه COVID-19 که به اکسیژن مکمل یا درمان با کورتیکواستروئید با دوز بالا نیاز دارند یا دارای غلظت پروتئین واکنش‌گر C بالا (بیش از 30 میلی‌گرم در لیتر) در شروع درمان هستند، مفید باشد.
ثبت کارآزمایی: ثبت کارآزمایی‌های بالینی تایلندی TCTR20210906005 (به‌طور گذشته در 6 سپتامبر 2021 ثبت شد)."
12,38363530,در این مقاله، ما فاکتورهای تبدیل (CF) را برای محاسبه تابش بیولوژیکی موثر (BEI) از تابش اریتمی برای سه اثر توصیف می‌کنیم: فتوسنتز پروویتامین D3، بهبود پسوریازیس، و غیرفعال کردن ویریون‌های SARS-Cov-2. CFها به طور تجربی از اندازه‌گیری تابش طیفی فرابنفش خورشیدی (UV) در تمام شرایط آسمان در چهار سایت عرض جغرافیایی میانی در نیمکره شمالی، یعنی آئوستا، بلسک، ریدینگ و سن دیگو به دست آمدند. مشخص شد که این CFها به زاویه اوج خورشیدی (SZA) و ازن کل ستون بستگی دارند، اما تا حد زیادی مستقل هستند (در محدوده ± 5٪ برای SZA < 60 درجه) از شرایط محلی مانند آلبدو سطح، دید و سایر الگوهای جوی محلی. مقادیر این CFهای تجربی با CFهای تحلیلی به دست آمده با محاسبات انتقال تابشی (مدل FastRT) برای شرایط آسمان صاف و ابری سازگار است. برای اعتبارسنجی این CFهای تحلیلی، قرار گرفتن در معرض تابشی یک ساعته برای سه اثر بیولوژیکی از اندازه‌گیری‌های اریتمی در Reading بین سال‌های 2012 و 2021 محاسبه شد و با نوردهی‌های مشابه محاسبه‌شده مستقیماً از اندازه‌گیری‌های طیفی UV مقایسه شد. دو مجموعه داده در 10٪ برای SZA < 65 درجه توافق کردند، که سودمندی روش تبدیل را نشان می دهد. این نتایج نشان می‌دهد که CFs تحلیلی پیشنهادی می‌تواند با اطمینان برای تخمین قرار گرفتن در معرض تابش برای سه اثر بیولوژیکی از اندازه‌گیری‌های شاخص UV در هر سایت عرض جغرافیایی میانی شمالی استفاده شود.
13,38352796,"زمینه و هدف: کمبود ویتامین D (VDD) یک مشکل بهداشت عمومی جهانی در جمعیت های آفریقایی است. این مطالعه با هدف تعیین شیوع، ویژگی‌ها و عوامل تعیین‌کننده VDD در عصر SARS-CoV-2/COVID-19 انجام شد. این مطالعه از ژانویه تا سپتامبر 2022 در هفت مرکز بهداشتی در دوآلا، کامرون انجام شد.
روش‌ها: برای جمع‌آوری اطلاعات شرکت‌کنندگان، یک پرسشنامه ساختاریافته و از پیش آزمایش‌شده برای هر شرکت‌کننده اجرا شد. تشخیص مولکولی ژنوم SARS-CoV-2 انجام شد. سطح سرمی 25-هیدروکسی ویتامین D < 20 ng/mL برای تشخیص VDD استفاده شد.
نتایج: در مجموع 420 شرکت‌کننده در مطالعه وارد شدند. سطح سرمی 25(OH) ویتامین D در بیماران SARS-CoV-2 (+) در مقایسه با بیماران SARS-CoV-2 (-) کاهش یافت (5.64±21.69 ng/mL).
نتیجه‌گیری: این مطالعه بار بالای VDD را مشخص کرد، یک ارتباط قوی بین VDD و SARS-CoV-2، و سودمندی احتمالی مکمل ویتامین D را برای بیماران COVID-19 در کامرون نشان داد."
14,38344501,در این مورد، ما در مورد مشکلات و چالش‌هایی که هنگام تشخیص و درمان یک پسر شش ساله با رفتارهای غیرعادی و مشکل در تمرکز و بی‌توجهی و به دنبال آن پسرفت زبان بیانی با آن مواجه است، صحبت می‌کنیم. این علائم سپس بیش فعالی، حملات خشم و مشکل در خواب را به دنبال داشت. بیمار توسط یک روانپزشک ویزیت شد و در ابتدا با تشخیص اختلال نقص توجه/بیش فعالی (ADHD) و بدون بهبودی درمان شد. سپس توسط روانپزشکش به او توصیه شد که به یک متخصص مغز و اعصاب مراجعه کند و تحت یک سری تحقیقات قرار گرفت که شامل موارد زیر بود: MRI مغز با کنتراست، طیف‌سنجی تشدید مغناطیسی (MR)، روتین مایع مغزی نخاعی (CSF)، CSF N-methyl-D-aspartate. تجزیه و تحلیل آنتی بادی آنتی بادی گیرنده (NMDA) و گلوتامات دکربوکسیلاز (GAD)، و یک واکنش زنجیره ای پلیمراز مولتی پلکس مننژیت CSF، عملکرد تیروئید، آمونیاک، لاکتات، کراتین کیناز، عملکرد کبد، و غربالگری متابولیک اسیدهای آلی ادرار (UOAs) هیچ ناهنجاری را نشان نداد. ویتامین D در 38 نانوگرم در میلی لیتر (>50) کم بود. الکتروانسفالوگرام (EEG) که در شرایط استاندارد و تحریک تحریک‌آمیز انجام شد، با ترشحات مرکزی و جلویی دو طرفه و فعالیت بیشتر در سمت راست غیرطبیعی بود، که فعالیت پس‌زمینه‌ای از امواج آلفای نسبتاً سازمان‌یافته (8 تا 13 هرتز) و موج‌های تیز و آهسته را نشان داد. فعالیت هایی که با تحریک نوری برجسته می شدند. پلی سومنوگرافی راندمان خواب ضعیف 84.7٪ را نشان داد و مرحله حرکت سریع چشم (REM) به دلیل وقفه در خواب انجام نشد. سپس تشخیص داده شد که او مبتلا به آنسفالوپاتی صرعی و سندرم لاندو-کلفنر (LKS) است. به بیمار والپروات سدیم، ایمونوگلوبولین داخل وریدی (IVIG) و استروئیدهای نبض تجویز شد، بدون هیچ بهبود عمده، ریسپریدون اضافه شد، اما تحمل ضعیفی داشت، و دوز کاهش یافت و در نهایت قطع شد. متیل فنیدات با شروع 5 میلی گرم تجویز شد و دوز به تدریج به 20 میلی گرم در روز به صورت جداگانه به عنوان 10 میلی گرم دو بار در روز افزایش یافت. یک هفته بعد ملاتونین 2 میلی گرم اضافه شد. سه ماه بعد EEG تکرار شد و طبیعی بود و سدیم والپروات کاهش یافت و در نهایت قطع شد. بعداً در همان سال، او به کووید-19 مبتلا شد و به عنوان یک عارضه به میوزیت حاد مبتلا شد، متیل فنیدات متوقف شد و فقط سرترالین و ملاتونین ادامه یافت. MRI فقط این بار تکرار شد و شواهدی از آنسفالیت ویروسی/خودایمنی (AIE) را نشان داد و کورتیکواستروئیدهای IV در کنار IVIG تجویز شد. او با پردنیزولون مرخص شد و یک ماه بعد، پیشرفت های عمده ای در همه جنبه ها مشاهده شد.
0,38433831,"پس‌زمینه: واکسیناسیون علیه کووید-19 در پیشگیری از بیماری شدید و بستری شدن در بیمارستان بسیار مؤثر است، اما برنامه‌های واکسیناسیون mRNA اولیه COVID-19 اغلب به دلیل مشکلات زنجیره تأمین با برنامه‌های واکسیناسیون اولیه COVID-19 متفاوت است. ما تأثیر تأخیر دوز دوم را بر پاسخ آنتی‌بادی به واکسن‌های mRNA COVID در گروهی آینده‌نگر از کارکنان مراقبت‌های بهداشتی در کبک بررسی کردیم.
روش‌ها: ما شرکت‌کنندگانی را از مرکز بهداشت دانشگاه مک‌گیل که سرم یا نمونه‌های خون خشک (DBS) جمع‌آوری‌شده توسط شرکت‌کنندگان را در ۲۸ روز، ۳ ماه، و ۶ ماه پس از دوز دوم و ۲۸ روز پس از دوز سوم ارائه کردند، انتخاب کردیم. آنتی‌بادی‌های IgG به اسپایک SARS-CoV2 (S)، دامنه اتصال گیرنده (RBD)، نوکلئوکپسید (N) و آنتی‌بادی‌های خنثی‌کننده سویه اجدادی با استفاده از روش ایمونوسوربنت مرتبط با آنزیم (ELISA) ارزیابی شدند. ما ارتباط بین فواصل دوز طولانی (≤89 روز) در مقابل کوتاه (کمتر از 89 روز) فواصل بین دوز و پاسخ آنتی بادی را از طریق مدل‌های چند متغیره با اثرات مختلط که برای سن، جنس، وضعیت عفونت قبلی کووید، زمان پس از دوز واکسن و دسته آزمایش تنظیم شده بود، بررسی کردیم.
یافته ها: گروه شامل 328 شرکت کننده بود که تا سه دوز واکسن (بیش از 80 درصد Pfizer-BioNTech) دریافت کردند. میانگین وزنی سرم (744=n) و نتایج همگروهی DBS (216=n) از مدل‌های چند متغیره نشان داد که IgG anti-S 31% بالاتر بود (95% CI: 12% تا 53%) و IgG anti-RBD 37% بیشتر (95% CI: 14% تا 65%) در طولانی مدت
تفسیر: مطالعه ما نشان می دهد که افزایش فاصله بین دوزهای سری اولیه کووید بیش از 89 روز (تقریباً 3 ماه) پاسخ های آنتی بادی قوی تری نسبت به فواصل کمتر از 89 روز ارائه می دهد. نشان دادن پاسخ آنتی‌بادی قوی‌تر ما با فاصله زمانی طولانی‌تر بین دوز، اطمینان‌بخش است، زیرا چالش‌های لجستیکی و تامین در تنظیمات کم منبع هدایت می‌شوند."
1,38429829,ویروس آبله میمون انسانی (Mpox) به عنوان یکی از اعضای خانواده Poxviridae طبقه بندی می شود و متعلق به جنس Orthopoxvirus است. Mpox دارای DNA دو رشته ای است و دو کلاد ژنتیکی شناخته شده وجود دارد: آنهایی که در غرب آفریقا و حوضه کنگو منشاء می گیرند که معمولاً به عنوان کلادهای آفریقای مرکزی شناخته می شوند. امپوکس ممکن است با واکسیناسیون واکسینیا یا داروهای درمانی درمان شود. اصلاح واکسن آبله برای درمان و پیشگیری از Mpox نشان داده است که به دلیل ارتباط قوی بین ویروس‌های آبله و Mpox و طبقه‌بندی آنها در یک خانواده مفید است. محافظت متقابل در برابر Mpox با دو واکسن آبله (ACAM2000 و JYNNEOSTM) مورد تایید سازمان غذا و دارو (FDA) موثر است. با این حال، ACAM2000 پتانسیل عوارض جانبی قابل توجهی مانند مشکلات قلبی را دارد، در حالی که JYNNEOS پروفایل خطر کمتری دارد. علاوه بر این، Mpox به دلیل قطع و توقف واکسن آبله به مدت 40 سال، اگرچه با ویژگی‌های اصلاح‌شده، توانسته است دوباره ظاهر شود. ایمنی و کارایی دو واکسن mRNA پیشرو علیه SARS-CoV-2 و انواع مختلف آن در آزمایش‌های بالینی و تجزیه و تحلیل داده‌های بعدی نشان داده شده است. این اولین مدل درمانی mRNA شامل تزریق RNA پیام رسان به بیماران برای تولید پروتئین های هدف و ایجاد یک پاسخ ایمنی است. قدرت بالا، امکان تجویز ایمن، ساخت کم هزینه و توسعه سریع تنها تعدادی از مزایای واکسن های مبتنی بر RNA است که راه را برای جایگزینی مناسب برای واکسن های معمولی هموار می کند. هنگام محافظت در برابر عفونت Mpox، واکسن‌های mRNA بسیار کارآمد هستند و ممکن است روزی جایگزین واکسن‌های کامل ویروس فعلی شوند. بنابراین، هدف این مقاله ارائه خلاصه ای از تحقیقات، توسعه و آزمایش در حال انجام یک واکسن mRNA علیه Mpox است.
2,38405539,همه‌گیری COVID-19 باعث توسعه سریع واکسن‌های mRNA (اسید ریبونوکلئیک پیام‌رسان) و روش‌های درمانی جدید مبتنی بر RNA شد. با این حال، نرخ تایید برای نامزدها دارای پتانسیل افزایش است، با تعداد قابل توجهی که تاکنون به دلیل اثربخشی، ایمنی، و نقص‌های تولید شکست خورده‌اند، که مانع توزیع عادلانه واکسن در طول همه‌گیری می‌شود. این مطالعه بر روی بهینه‌سازی تولید mRNA، یک جزء حیاتی واکسن‌های مبتنی بر mRNA، با استفاده از یک ماشین مقیاس‌پذیر با بررسی مکانیسم‌های کلیدی mRNA تمرکز دارد.
3,38403905,واکسن‌های RNA پیام‌رسان (mRNA) در چند دهه گذشته از یک مفهوم نظری به یک واقعیت بالینی پیشرفت کرده‌اند. در مقایسه با روش‌های واکسیناسیون مرسوم، این واکسن‌ها دارای مزایای متعددی مانند قدرت قابل توجه، رشد سریع، تولید ارزان و تجویز ایمن هستند. با این وجود، سودمندی آنها به دلیل نگرانی در مورد گردش نامنظم و بی اثر mRNA در داخل بدن محدود شده بود. خوشبختانه، این نگرانی‌ها تا حد زیادی با پیشرفت‌های تکنولوژیکی اخیر که منجر به ایجاد پلتفرم‌های واکسیناسیون mRNA متعدد برای سرطان و عفونت‌های ویروسی شده است، برطرف شده است. واکسن‌های mRNA به دلیل قدرت، ایمنی و کارایی بالا، ظرفیت توسعه سریع بالینی و پتانسیل برای تولید سریع و کم‌هزینه، جایگزین قدرتمندی برای واکسن‌های مرسوم سنتی نشان داده شده‌اند. این مقاله وضعیت فعلی فناوری واکسن mRNA را بررسی می‌کند و مسیرهای آینده را برای پیشرفت و کاربرد این پلت فرم واکسن هیجان‌انگیز به عنوان یک انتخاب درمانی رایج پیشنهاد می‌کند.
4,38388635,همه‌گیری کووید-19 باعث ظهور مجدد پلتفرم‌های واکسن RNA مصنوعی شد که امکان ساخت سریع، مقیاس‌پذیر، کم‌هزینه و تجویز ایمن واکسن‌های درمانی را فراهم کرد. mRNA خودتقویت شونده (SAM) که پس از تحویل به سیتوپلاسم سلولی خود تکثیر می شود، منجر به یک پاسخ ایمنی قوی و پایدار می شود. چنین mRNA هایی در داخل نانوذرات لیپیدی (LNPs) محصور می شوند که به عنوان وسیله ای برای تحویل به سیتوپلاسم سلول عمل می کنند. درک بهتر مکانیسم‌های جذب و آزادسازی SAM با واسطه LNP در انواع مختلف سلول‌ها برای طراحی واکسن‌های مؤثر حیاتی است. در اینجا، ما جذب سلولی یک فرمول SAM-LNP و بیان درون سلولی متعاقب آن SAM را در سلول‌های کلیه بچه همستر (BHK-21) با استفاده از میکروسکوپ پراکندگی رامان ضد استوکس (HS-CARS) و طول عمر تصویربرداری فلورسانس برانگیخته با چند فوتونی بررسی کردیم. میکروسکوپ (FLIM). خطوط لوله طبقه‌بندی سلولی بر اساس ویژگی‌های HS-CARS و FLIM برای به دست آوردن بینش‌هایی در مورد تغییرات طیفی و متابولیکی مرتبط با جذب SAM-LNPs توسعه داده شد. ما شدت چربی بالا را با روش HS-CARS در سلول‌های تیمار شده با LNPs در مقابل سلول‌های تیمار شده با PBS مشاهده کردیم، و تصاویر فلورسانس همزمان بیان SAM را در داخل هسته‌های سلولی BHK-21 و سیتوپلاسم در عرض 5 ساعت پس از درمان نشان داد. در یک آزمایش جداگانه، ما یک همبستگی قوی بین بیان SAM و میانگین طول عمر فلورسانس جمعیت NAD (P)H محدود مشاهده کردیم. این کار توانایی و اهمیت تکنیک‌های تصویربرداری نوری چندوجهی را برای ارزیابی جذب سلولی SAM-LNP و تغییرات بعدی که در ریزمحیط سلولی پس از بیان واکسن رخ می‌دهد، نشان می‌دهد.
5,38383978,اورژانس پزشکی کووید-19 فناوری واکسن mRNA را در خط مقدم قرار داد که در آن واکسن‌های mRNA کاندید mRNA-1273 و BNT162b2 کارایی عالی و بیش از 90 درصد در محافظت در برابر عفونت‌های SARS-CoV2 نشان دادند. اختلالات ژنتیکی نادر به طور جداگانه نادر هستند، اما در مجموع آنها شایع هستند و نشان دهنده یک اورژانس پزشکی هستند. در فناوری بیوتراپی mRNA، تجویز یک فرمولاسیون نانوذره mRNA کد کننده پروتئین درمانی اجازه می دهد تا
6,38383578,AKS-452، یک واکسن زیرواحد شامل ادغام Fc از نوع وحشی اجدادی (WT) ویروس SARS-CoV-2 دامنه اتصال گیرنده پروتئین اسپایک (SP/RBD)، بدون ادجوانت در یک گروه واحد، غیرتصادفی ارزیابی شد. مطالعه فاز دوم با برچسب باز (NCT05124483) در یک سایت واحد در هلند برای ایمنی و ایمنی. یک دوز تقویت کننده زیر جلدی 90 میکروگرمی AKS-452 به 71 بزرگسال که قبلاً با واکسن ثبت شده مبتنی بر mRNA یا آدنوویروس در ابتدا آماده شده بودند، تجویز شد و به مدت 273 روز مورد ارزیابی قرار گرفت. همه AEها خفیف بودند و هیچ SAE قابل انتساب به AKS-452 نبود. در حالی که همه آزمودنی‌ها تیترهای IgG مهارکننده ACE2 و اتصال SP/RBD از قبل را نشان دادند، 60 تا 68 درصد به AKS-452 از طریق افزایش ≥2 برابری از روزهای 28 تا 90 پاسخ دادند و به تدریج تا روز 180 (روز 28) به حالت اولیه کاهش یافتند. و 90 میانگین افزایش برابری، 14.7 ± 6.3 و 8.0 ± 2.2). سینتیک پاسخ مشابهی در برابر پروتئین های جهش یافته RBD (از جمله omicrons) مشاهده شد اما با تیترهای کمی کاهش یافته نسبت به WT. یک همبستگی معکوس قوی بین تیترهای روز 0 و افزایش برابری تیترها در روز 28 وجود داشت. تیترهای پروتئین نوکلئوکپسید (Np) نشان می‌دهد که عفونت در 66٪ (46 از 70) افراد رخ داده است، که در آن تنها 20 نفر COVID-19 با علامت خفیف گزارش کردند. این پروفایل‌های ایمنی و ایمنی مطلوب، از ارزیابی تقویت‌کننده در یک مطالعه تقویت‌کننده جهانی برنامه‌ریزی‌شده فاز III این واکسن پایدار در دمای اتاق پشتیبانی می‌کنند که می‌تواند به سرعت و با هزینه کم برای ارائه واکسیناسیون در مقیاس جهانی بدون نیاز به توزیع پیچیده یا زنجیره سرد تولید شود.
